income_type,sex,unit,district,year,value
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Amager Øst,2014,4304748.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Amager Øst,2015,4526563.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Amager Øst,2016,4772052.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Amager Øst,2017,5023778.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Amager Øst,2018,5356528.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Amager Øst,2019,5656918.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Amager Øst,2020,6109283.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Amager Øst,2021,6541183.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Amager Øst,2022,6965130.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Amager Øst,2023,7446422.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Amager Øst,2024,7930321.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,1987,1061685.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,1988,1135892.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,1989,1188161.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,1990,1211643.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,1991,1207654.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,1992,1208418.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,1993,1214778.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,1994,1256915.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,1995,1329203.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,1996,1398632.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,1997,1478839.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,1998,1615524.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,1999,1746605.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2000,1860389.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2001,1987241.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2002,2045406.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2003,2074830.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2004,2160484.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2005,2272081.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2006,2457092.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2007,2686416.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2008,2882521.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2009,2986873.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2010,3043164.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2011,3056011.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2012,3127143.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2013,3218218.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2014,3344750.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2015,3478620.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2016,3650828.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2017,3808041.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2018,4025985.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2019,4215067.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2020,4449963.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2021,4709211.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2022,5011649.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2023,5384374.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Bispebjerg,2024,5881520.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1987,1090017.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1988,1153906.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1989,1184049.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1990,1229049.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1991,1260037.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1992,1271459.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1993,1272287.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1994,1323083.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1995,1351337.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1996,1430834.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1997,1518127.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1998,1607259.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,1999,1705268.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2000,1815954.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2001,1913925.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2002,1979411.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2003,2050353.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2004,2097589.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2005,2155987.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2006,2261628.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2007,2354410.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2008,2508501.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2009,2573695.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2010,2637764.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2011,2659062.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2012,2746623.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2013,2779336.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2014,2879333.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2015,3002343.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2016,3099793.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2017,3208576.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2018,3336647.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2019,3515626.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2020,3638999.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2021,3842704.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2022,3996836.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2023,4260953.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Brønshøj-Husum,2024,4525211.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,1987,1541622.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,1988,1628849.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,1989,1654682.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,1990,1715748.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,1991,1756383.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,1992,1812927.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,1993,1863661.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,1994,1992670.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,1995,2088790.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,1996,2208212.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,1997,2336393.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,1998,2498302.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,1999,2628924.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2000,2819051.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2001,2962012.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2002,3053185.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2003,3110746.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2004,3185928.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2005,3298268.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2006,3513076.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2007,3692829.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2008,3870636.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2009,3996264.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2010,4179113.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2011,4349601.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2012,4540110.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2013,4716327.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2014,4969453.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2015,5239487.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2016,5505465.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2017,5725292.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2018,6005763.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2019,6189665.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2020,6421741.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2021,6933128.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2022,7210570.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2023,7552097.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Indre By,2024,7962310.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,1987,1859525.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,1988,1989653.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,1989,2051814.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,1990,2121701.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,1991,2151040.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,1992,2164882.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,1993,2135462.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,1994,2220210.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,1995,2287250.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,1996,2418441.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,1997,2563627.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,1998,2795274.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,1999,2989890.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,2000,3201436.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,2001,3393683.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,2002,3433726.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,2003,3502761.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,2004,3592562.0
Entrepreneurial income,Women,"Amount of income (DKK 1,000)",Nørrebro,2005,3698204.0
