district,year,pop_descendants_of_non_western_origin_0_10_years_men,pop_descendants_of_non_western_origin_0_10_years_women,pop_descendants_of_non_western_origin_10_19_years_men,pop_descendants_of_non_western_origin_10_19_years_women,pop_descendants_of_non_western_origin_20_29_years_men,pop_descendants_of_non_western_origin_20_29_years_women,pop_descendants_of_non_western_origin_30_39_years_men,pop_descendants_of_non_western_origin_30_39_years_women,pop_descendants_of_non_western_origin_40_49_years_men,pop_descendants_of_non_western_origin_40_49_years_women,pop_descendants_of_non_western_origin_50_59_years_men,pop_descendants_of_non_western_origin_50_59_years_women,pop_descendants_of_non_western_origin_60+_years_men,pop_descendants_of_non_western_origin_60+_years_women,pop_descendats_of_western_origin_0_10_years_men,pop_descendats_of_western_origin_0_10_years_women,pop_descendats_of_western_origin_10_19_years_men,pop_descendats_of_western_origin_10_19_years_women,pop_descendats_of_western_origin_20_29_years_men,pop_descendats_of_western_origin_20_29_years_women,pop_descendats_of_western_origin_30_39_years_men,pop_descendats_of_western_origin_30_39_years_women,pop_descendats_of_western_origin_40_49_years_men,pop_descendats_of_western_origin_40_49_years_women,pop_descendats_of_western_origin_50_59_years_men,pop_descendats_of_western_origin_50_59_years_women,pop_descendats_of_western_origin_60+_years_men,pop_descendats_of_western_origin_60+_years_women,pop_immigrants_of_non_western_origin_0_10_years_men,pop_immigrants_of_non_western_origin_0_10_years_women,pop_immigrants_of_non_western_origin_10_19_years_men,pop_immigrants_of_non_western_origin_10_19_years_women,pop_immigrants_of_non_western_origin_20_29_years_men,pop_immigrants_of_non_western_origin_20_29_years_women,pop_immigrants_of_non_western_origin_30_39_years_men,pop_immigrants_of_non_western_origin_30_39_years_women,pop_immigrants_of_non_western_origin_40_49_years_men,pop_immigrants_of_non_western_origin_40_49_years_women,pop_immigrants_of_non_western_origin_50_59_years_men,pop_immigrants_of_non_western_origin_50_59_years_women,pop_immigrants_of_non_western_origin_60+_years_men,pop_immigrants_of_non_western_origin_60+_years_women,pop_immigrants_of_western_origin_0_10_years_men,pop_immigrants_of_western_origin_0_10_years_women,pop_immigrants_of_western_origin_10_19_years_men,pop_immigrants_of_western_origin_10_19_years_women,pop_immigrants_of_western_origin_20_29_years_men,pop_immigrants_of_western_origin_20_29_years_women,pop_immigrants_of_western_origin_30_39_years_men,pop_immigrants_of_western_origin_30_39_years_women,pop_immigrants_of_western_origin_40_49_years_men,pop_immigrants_of_western_origin_40_49_years_women,pop_immigrants_of_western_origin_50_59_years_men,pop_immigrants_of_western_origin_50_59_years_women,pop_immigrants_of_western_origin_60+_years_men,pop_immigrants_of_western_origin_60+_years_women,pop_persons_of_danish_origin_0_10_years_men,pop_persons_of_danish_origin_0_10_years_women,pop_persons_of_danish_origin_10_19_years_men,pop_persons_of_danish_origin_10_19_years_women,pop_persons_of_danish_origin_20_29_years_men,pop_persons_of_danish_origin_20_29_years_women,pop_persons_of_danish_origin_30_39_years_men,pop_persons_of_danish_origin_30_39_years_women,pop_persons_of_danish_origin_40_49_years_men,pop_persons_of_danish_origin_40_49_years_women,pop_persons_of_danish_origin_50_59_years_men,pop_persons_of_danish_origin_50_59_years_women,pop_persons_of_danish_origin_60+_years_men,pop_persons_of_danish_origin_60+_years_women,unemp_highest_education_completed_total_[0_02],unemp_highest_education_completed_total_]02_04],unemp_highest_education_completed_total_]04_06],unemp_highest_education_completed_total_]06_08],unemp_highest_education_completed_total_]08_1],unemp_masters_and_phd_programs_[0_02],unemp_masters_and_phd_programs_]02_04],unemp_masters_and_phd_programs_]04_06],unemp_masters_and_phd_programs_]06_08],unemp_masters_and_phd_programs_]08_1],unemp_primary_education_and_not_stated_[0_02],unemp_primary_education_and_not_stated_]02_04],unemp_primary_education_and_not_stated_]04_06],unemp_primary_education_and_not_stated_]06_08],unemp_primary_education_and_not_stated_]08_1],unemp_upper_secondary_education_and_qualifying_educational_programs_[0_02],unemp_upper_secondary_education_and_qualifying_educational_programs_]02_04],unemp_upper_secondary_education_and_qualifying_educational_programs_]04_06],unemp_upper_secondary_education_and_qualifying_educational_programs_]06_08],unemp_upper_secondary_education_and_qualifying_educational_programs_]08_1],unemp_vocational_education_and_training_vet_and_short_cycle_higher_educations_[0_02],unemp_vocational_education_and_training_vet_and_short_cycle_higher_educations_]02_04],unemp_vocational_education_and_training_vet_and_short_cycle_higher_educations_]04_06],unemp_vocational_education_and_training_vet_and_short_cycle_higher_educations_]06_08],unemp_vocational_education_and_training_vet_and_short_cycle_higher_educations_]08_1],unemp_vocational_bachelors_educations_and_bachelors_programs_[0_02],unemp_vocational_bachelors_educations_and_bachelors_programs_]02_04],unemp_vocational_bachelors_educations_and_bachelors_programs_]04_06],unemp_vocational_bachelors_educations_and_bachelors_programs_]06_08],unemp_vocational_bachelors_educations_and_bachelors_programs_]08_1],income_disposable_income_men_amount_of_income_dkk_1000,income_disposable_income_men_average_income_for_people_with_the_type_of_income_dkk,income_disposable_income_men_people_with_the_type_of_income_number,income_disposable_income_women_amount_of_income_dkk_1000,income_disposable_income_women_average_income_for_people_with_the_type_of_income_dkk,income_disposable_income_women_people_with_the_type_of_income_number,income_entrepreneurial_income_men_amount_of_income_dkk_1000,income_entrepreneurial_income_men_average_income_for_people_with_the_type_of_income_dkk,income_entrepreneurial_income_men_people_with_the_type_of_income_number,income_entrepreneurial_income_women_amount_of_income_dkk_1000,income_entrepreneurial_income_women_average_income_for_people_with_the_type_of_income_dkk,income_entrepreneurial_income_women_people_with_the_type_of_income_number,income_equivalised_disposable_income_men_amount_of_income_dkk_1000,income_equivalised_disposable_income_men_average_income_for_people_with_the_type_of_income_dkk,income_equivalised_disposable_income_men_people_with_the_type_of_income_number,income_equivalised_disposable_income_women_amount_of_income_dkk_1000,income_equivalised_disposable_income_women_average_income_for_people_with_the_type_of_income_dkk,income_equivalised_disposable_income_women_people_with_the_type_of_income_number,income_personal_income_in_total_ex_imputed_rent_and_before_deductions_of_interest_expenses_men_amount_of_income_dkk_1000,income_personal_income_in_total_ex_imputed_rent_and_before_deductions_of_interest_expenses_men_average_income_for_people_with_the_type_of_income_dkk,income_personal_income_in_total_ex_imputed_rent_and_before_deductions_of_interest_expenses_men_people_with_the_type_of_income_number,income_personal_income_in_total_ex_imputed_rent_and_before_deductions_of_interest_expenses_women_amount_of_income_dkk_1000,income_personal_income_in_total_ex_imputed_rent_and_before_deductions_of_interest_expenses_women_average_income_for_people_with_the_type_of_income_dkk,income_personal_income_in_total_ex_imputed_rent_and_before_deductions_of_interest_expenses_women_people_with_the_type_of_income_number,income_taxable_income_men_amount_of_income_dkk_1000,income_taxable_income_men_average_income_for_people_with_the_type_of_income_dkk,income_taxable_income_men_people_with_the_type_of_income_number,income_taxable_income_women_amount_of_income_dkk_1000,income_taxable_income_women_average_income_for_people_with_the_type_of_income_dkk,income_taxable_income_women_people_with_the_type_of_income_number,housing_1_person_0_children_couples_living_in_consensual_union_and_cohabiting_couples,housing_1_person_0_children_married_couples_and_registered_partnership,housing_1_person_0_children_single_men,housing_1_person_0_children_single_women,housing_1_person_1_child_couples_living_in_consensual_union_and_cohabiting_couples,housing_1_person_1_child_married_couples_and_registered_partnership,housing_1_person_1_child_single_men,housing_1_person_1_child_single_women,housing_1_person_2_children_couples_living_in_consensual_union_and_cohabiting_couples,housing_1_person_2_children_married_couples_and_registered_partnership,housing_1_person_2_children_single_men,housing_1_person_2_children_single_women,housing_1_person_3_children_couples_living_in_consensual_union_and_cohabiting_couples,housing_1_person_3_children_married_couples_and_registered_partnership,housing_1_person_3_children_single_men,housing_1_person_3_children_single_women,housing_2_persons_0_children_couples_living_in_consensual_union_and_cohabiting_couples,housing_2_persons_0_children_married_couples_and_registered_partnership,housing_2_persons_0_children_single_men,housing_2_persons_0_children_single_women,housing_2_persons_1_child_couples_living_in_consensual_union_and_cohabiting_couples,housing_2_persons_1_child_married_couples_and_registered_partnership,housing_2_persons_1_child_single_men,housing_2_persons_1_child_single_women,housing_2_persons_2_children_couples_living_in_consensual_union_and_cohabiting_couples,housing_2_persons_2_children_married_couples_and_registered_partnership,housing_2_persons_2_children_single_men,housing_2_persons_2_children_single_women,housing_2_persons_3_children_couples_living_in_consensual_union_and_cohabiting_couples,housing_2_persons_3_children_married_couples_and_registered_partnership,housing_2_persons_3_children_single_men,housing_2_persons_3_children_single_women,housing_3_persons_0_children_couples_living_in_consensual_union_and_cohabiting_couples,housing_3_persons_0_children_married_couples_and_registered_partnership,housing_3_persons_0_children_single_men,housing_3_persons_0_children_single_women,housing_3_persons_1_child_couples_living_in_consensual_union_and_cohabiting_couples,housing_3_persons_1_child_married_couples_and_registered_partnership,housing_3_persons_1_child_single_men,housing_3_persons_1_child_single_women,housing_3_persons_2_children_couples_living_in_consensual_union_and_cohabiting_couples,housing_3_persons_2_children_married_couples_and_registered_partnership,housing_3_persons_2_children_single_men,housing_3_persons_2_children_single_women,housing_3_persons_3_children_couples_living_in_consensual_union_and_cohabiting_couples,housing_3_persons_3_children_married_couples_and_registered_partnership,housing_3_persons_3_children_single_men,housing_3_persons_3_children_single_women,housing_4_persons_0_children_couples_living_in_consensual_union_and_cohabiting_couples,housing_4_persons_0_children_married_couples_and_registered_partnership,housing_4_persons_0_children_single_men,housing_4_persons_0_children_single_women,housing_4_persons_1_child_couples_living_in_consensual_union_and_cohabiting_couples,housing_4_persons_1_child_married_couples_and_registered_partnership,housing_4_persons_1_child_single_men,housing_4_persons_1_child_single_women,housing_4_persons_2_children_couples_living_in_consensual_union_and_cohabiting_couples,housing_4_persons_2_children_married_couples_and_registered_partnership,housing_4_persons_2_children_single_men,housing_4_persons_2_children_single_women,housing_4_persons_3_children_couples_living_in_consensual_union_and_cohabiting_couples,housing_4_persons_3_children_married_couples_and_registered_partnership,housing_4_persons_3_children_single_men,housing_4_persons_3_children_single_women,housing_5_persons_0_children_couples_living_in_consensual_union_and_cohabiting_couples,housing_5_persons_0_children_married_couples_and_registered_partnership,housing_5_persons_0_children_single_men,housing_5_persons_0_children_single_women,housing_5_persons_1_child_couples_living_in_consensual_union_and_cohabiting_couples,housing_5_persons_1_child_married_couples_and_registered_partnership,housing_5_persons_1_child_single_men,housing_5_persons_1_child_single_women,housing_5_persons_2_children_couples_living_in_consensual_union_and_cohabiting_couples,housing_5_persons_2_children_married_couples_and_registered_partnership,housing_5_persons_2_children_single_men,housing_5_persons_2_children_single_women,housing_5_persons_3_children_couples_living_in_consensual_union_and_cohabiting_couples,housing_5_persons_3_children_married_couples_and_registered_partnership,housing_5_persons_3_children_single_men,housing_5_persons_3_children_single_women
Amager,1986,246.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,51.0,0.0,0.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,47.0,37.0,146.0,133.0,430.0,293.0,440.0,288.0,308.0,132.0,0.0,0.0,25.0,37.0,28.0,14.0,0.0,12.0,383.0,374.0,352.0,307.0,0.0,86.0,131.0,155.0,253.0,727.0,3077.0,2941.0,3823.0,3892.0,8881.0,9013.0,5862.0,5090.0,4315.0,4131.0,3720.0,4172.0,8602.0,14814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amager,1987,263.0,269.0,36.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,55.0,12.0,12.0,17.0,0.0,11.0,6.0,3.0,0.0,6.0,4.0,6.0,0.0,42.0,40.0,192.0,162.0,513.0,320.0,431.0,303.0,357.0,161.0,49.0,34.0,46.0,71.0,27.0,17.0,44.0,37.0,378.0,376.0,364.0,314.0,115.0,96.0,127.0,157.0,237.0,694.0,3036.0,2957.0,3578.0,3696.0,9147.0,9412.0,5807.0,5032.0,4463.0,4232.0,3629.0,3969.0,8347.0,14487.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2967288.0,83082.0,35707.0,2840099.0,69200.0,41039.0,3837749.0,145267.5,26403.0,2763901.0,113699.0,24305.0,3183517.0,88715.5,35879.0,3424983.0,82531.0,41495.0,4983236.0,139589.5,35689.0,4247845.0,103623.0,40997.0,4138953.0,118688.5,34864.0,3600772.0,89925.0,40046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amager,1988,307.0,292.0,41.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,28.0,11.0,10.0,15.0,0.0,19.0,9.0,3.0,0.0,7.0,4.0,3.0,0.0,108.0,91.0,182.0,158.0,606.0,370.0,476.0,333.0,384.0,192.0,57.0,27.0,24.0,40.0,17.0,10.0,56.0,48.0,386.0,374.0,331.0,294.0,119.0,106.0,133.0,150.0,220.0,668.0,3082.0,2926.0,3391.0,3448.0,9313.0,9624.0,5826.0,5022.0,4559.0,4325.0,3546.0,3870.0,8154.0,14201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3098347.0,86636.5,35750.0,3007494.0,73116.5,41133.0,4024669.0,153762.0,26157.0,2933699.0,120504.5,24339.0,3338181.0,93093.5,35850.0,3603946.0,86881.0,41478.0,5240188.0,147230.0,35578.0,4538256.0,110643.5,41020.0,4375089.0,125281.5,34910.0,3835998.0,95263.5,40268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amager,1989,321.0,322.0,53.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,56.0,0.0,0.0,14.0,15.0,20.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,97.0,90.0,188.0,166.0,644.0,411.0,493.0,370.0,407.0,210.0,0.0,0.0,0.0,0.0,17.0,30.0,27.0,31.0,374.0,362.0,327.0,297.0,161.0,125.0,131.0,160.0,223.0,633.0,3096.0,2932.0,3236.0,3361.0,9403.0,9916.0,5861.0,5025.0,4619.0,4431.0,3468.0,3738.0,7920.0,13812.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3211626.0,89820.0,35747.0,3138292.0,76812.5,40853.0,4072748.0,157899.0,25773.0,2997290.0,125000.0,23971.0,3466774.0,96649.5,35863.0,3743672.0,90928.5,41166.0,5400171.0,152209.0,35467.0,4719657.0,115944.5,40705.0,4512100.0,130442.0,34580.0,3975478.0,100221.5,39663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amager,1990,355.0,334.0,66.0,77.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,42.0,19.0,19.0,8.0,0.0,19.0,7.0,0.0,0.0,0.0,0.0,5.0,11.0,46.0,0.0,185.0,173.0,704.0,452.0,540.0,388.0,424.0,229.0,71.0,0.0,53.0,95.0,0.0,0.0,23.0,36.0,358.0,340.0,341.0,309.0,0.0,0.0,132.0,152.0,222.0,610.0,3179.0,2943.0,3120.0,3382.0,9451.0,9894.0,5898.0,5039.0,4742.0,4508.0,3438.0,3621.0,7689.0,13404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3278027.0,91906.5,35651.0,3219623.0,79467.0,40516.0,4108257.0,160492.0,25576.0,3093288.0,128946.5,23985.0,3547103.0,99156.0,35765.0,3816498.0,93491.0,40816.0,5503606.0,154998.5,35491.0,4847509.0,120005.5,40396.0,4567084.0,132741.5,34389.0,4059640.0,103305.5,39296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amager,1991,353.0,343.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,35.0,0.0,0.0,14.0,34.0,20.0,6.0,3.0,0.0,3.0,3.0,5.0,10.0,105.0,45.0,188.0,165.0,800.0,516.0,649.0,425.0,415.0,247.0,146.0,50.0,64.0,103.0,15.0,17.0,0.0,36.0,393.0,362.0,340.0,292.0,169.0,139.0,55.0,78.0,224.0,586.0,3204.0,3003.0,3100.0,3289.0,9400.0,9851.0,5956.0,5107.0,4797.0,4500.0,3383.0,3594.0,7341.0,12998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3328448.0,93527.0,35576.0,3259485.0,81353.5,40067.0,4113528.0,163202.5,25185.0,3121151.0,130944.5,23832.0,3595258.0,100699.0,35697.0,3846817.0,95209.0,40401.0,5624489.0,158207.5,35537.0,4967334.0,124163.0,40010.0,4642727.0,135670.5,34207.0,4135961.0,106633.0,38787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amager,1992,374.0,349.0,195.0,206.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,65.0,0.0,32.0,17.0,0.0,17.0,10.0,5.0,0.0,5.0,5.0,4.0,10.0,104.0,52.0,207.0,187.0,848.0,586.0,707.0,469.0,429.0,275.0,174.0,54.0,71.0,111.0,24.0,17.0,0.0,41.0,366.0,331.0,342.0,269.0,169.0,267.0,62.0,78.0,221.0,547.0,3319.0,3111.0,2952.0,3172.0,9511.0,9829.0,5902.0,5141.0,4904.0,4542.0,3354.0,3559.0,7064.0,12565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3429178.0,95936.0,35725.0,3362745.0,84075.5,39991.0,4152323.0,164628.5,25196.0,3190496.0,133867.0,23828.0,3704287.0,103243.5,35866.0,3951820.0,97975.0,40323.0,5746668.0,160935.5,35685.0,5105330.0,127804.5,39942.0,4770511.0,138909.5,34318.0,4256275.0,110120.0,38645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amager,1993,449.0,419.0,226.0,241.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,62.0,0.0,35.0,14.0,0.0,11.0,0.0,8.0,0.0,3.0,0.0,4.0,8.0,131.0,90.0,248.0,219.0,846.0,670.0,831.0,510.0,453.0,308.0,211.0,111.0,83.0,115.0,20.0,21.0,0.0,45.0,366.0,333.0,353.0,283.0,186.0,259.0,68.0,160.0,213.0,533.0,3486.0,3217.0,2895.0,3077.0,9502.0,9917.0,6102.0,5271.0,4940.0,4558.0,3405.0,3605.0,6777.0,12082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3525107.0,97669.0,36065.0,3439649.0,86264.0,39869.0,4126499.0,164137.0,25111.0,3201102.0,136223.0,23494.0,3808427.0,105039.0,36241.0,4034856.0,100336.0,40202.0,5802524.0,160915.5,36034.0,5171156.0,129924.0,39799.0,4808383.0,139738.0,34387.0,4303931.0,112302.0,38321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amager,1994,521.0,450.0,230.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,60.0,0.0,16.0,0.0,0.0,0.0,18.0,7.0,0.0,0.0,0.0,4.0,7.0,124.0,99.0,265.0,242.0,876.0,699.0,945.0,582.0,467.0,332.0,230.0,66.0,91.0,59.0,23.0,36.0,0.0,24.0,366.0,363.0,363.0,286.0,172.0,155.0,0.0,74.0,203.0,516.0,3581.0,3334.0,2857.0,2888.0,9542.0,9992.0,6314.0,5385.0,4937.0,4543.0,3518.0,3675.0,6551.0,11637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3739486.0,102237.0,36543.0,3646537.0,91619.5,39794.0,4355946.0,167376.0,25991.0,3275554.0,135404.5,24187.0,4054365.0,110402.0,36702.0,4239030.0,105748.0,40072.0,6159232.0,168584.0,36499.0,5616509.0,141360.5,39726.0,5238319.0,144495.5,36223.0,4786759.0,121402.0,39422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amager,1995,603.0,506.0,241.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,65.0,0.0,19.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,4.0,6.0,113.0,119.0,265.0,237.0,856.0,755.0,1031.0,628.0,494.0,380.0,256.0,145.0,104.0,130.0,35.0,32.0,0.0,26.0,387.0,355.0,396.0,293.0,297.0,279.0,0.0,82.0,192.0,489.0,3708.0,3426.0,2790.0,2831.0,9725.0,9884.0,6464.0,5651.0,4957.0,4468.0,3620.0,3777.0,6341.0,11162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3944360.0,107026.0,36830.0,3805822.0,95925.0,39673.0,4572085.0,174943.0,26103.0,3397658.0,142967.5,23760.0,4271933.0,115396.0,37005.0,4415836.0,110599.5,39918.0,6412453.0,174376.0,36748.0,5793611.0,146286.0,39604.0,5399710.0,148689.0,36293.0,4879592.0,124656.5,39143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
